Ref,x,y,Connectivity,Metric Step Shortest-Path Angle,Metric Step Shortest-Path Length,Metric Straight-Line Distance,Point First Moment,Point Second Moment
3538951,3.90000000,5.22000000,127.00000000,0.73080283,1.02440870,0.93145049,55.26150513,36.86759949
3538952,3.90000000,5.28000000,64.00000000,1.83593965,1.08440876,0.94868332,19.80630875,8.64360046
3538953,3.90000000,5.34000000,56.00000000,1.83593965,1.14440870,0.96932966,16.13195419,5.81400013
3538954,3.90000000,5.40000000,51.00000000,1.83593965,1.20440876,0.99317670,16.22438049,6.46920013
3538956,3.90000000,5.52000000,43.00000000,2.58183050,1.42344904,1.04957139,14.24882412,6.17040014
3538957,3.90000000,5.58000000,50.00000000,2.37699771,1.45899045,1.08166540,16.52001190,7.18200016
3538958,3.90000000,5.64000000,45.00000000,2.25133181,1.50561786,1.11606455,13.94685459,5.84280014
3538959,3.90000000,5.70000000,36.00000000,2.11923552,1.55682218,1.15256238,10.33733368,3.96000004
3538961,3.90000000,5.82000000,80.00000000,2.58183050,1.72109866,1.23109710,31.57829094,16.66440010
3538962,3.90000000,5.88000000,102.00000000,1.13920927,1.66370940,1.27279222,40.53320312,22.44239998
3538963,3.90000000,5.94000000,201.00000000,0.84404206,1.64954531,1.31590271,184.19935608,298.18078613
3538964,3.90000000,6.00000000,203.00000000,0.78632617,1.65226698,1.36029410,184.53193665,298.05120850
3538965,3.90000000,6.06000000,116.00000000,0.72954375,1.66036570,1.40584493,47.78647232,26.71920013
3538966,3.90000000,6.12000000,90.00000000,1.61504543,1.72036576,1.45244622,39.75349808,24.13800049
3538968,3.90000000,6.24000000,39.00000000,2.31987810,1.96423531,1.54841852,12.27489090,5.21280003
3538969,3.90000000,6.30000000,54.00000000,2.11504626,1.99977696,1.59762323,19.18145180,8.87399960
3538970,3.90000000,6.36000000,59.00000000,1.98937953,2.04640436,1.64754367,22.13019180,10.67399979
3538971,3.90000000,6.42000000,49.00000000,1.98937964,2.09303188,1.69811666,17.64332199,8.16479969
3538973,3.90000000,6.54000000,140.00000000,2.61504555,2.25601244,1.80099976,63.83305359,38.67119980
3538974,3.90000000,6.60000000,155.00000000,2.11504555,2.28086519,1.85321343,72.39423370,47.14920044
3538975,3.90000000,6.66000000,207.00000000,1.98937953,2.32749271,1.90588558,164.18852234,229.52160645
3538976,3.90000000,6.72000000,183.00000000,1.85728335,2.37426949,1.95897937,130.72442627,175.01040649
3538977,3.90000000,6.78000000,158.00000000,0.79737771,2.40233231,2.01246119,74.27146912,47.68560028
3538978,3.90000000,6.84000000,149.00000000,0.74079865,2.42175579,2.06630111,68.38796234,40.43880081
3604483,3.96000000,4.98000000,82.00000000,1.46970773,1.27179503,0.95999998,52.34797287,52.33679962
3604484,3.96000000,5.04000000,88.00000000,1.42083311,1.21414530,0.96187317,51.02174759,47.92319870
3604485,3.96000000,5.10000000,88.00000000,1.62566590,1.15624952,0.96747094,44.00979233,36.17279816
3604486,3.96000000,5.16000000,114.00000000,0.80283695,1.09624958,0.97672921,53.99607086,37.91159821
3604487,3.96000000,5.22000000,135.00000000,0.71600038,1.08370697,0.98954535,67.60601044,48.92039871
3604488,3.96000000,5.28000000,90.00000000,1.17216492,1.09954822,1.00578332,30.96846962,15.14159966
3604489,3.96000000,5.34000000,72.00000000,1.54077244,1.15857279,1.02528048,22.57296562,9.61200047
3604490,3.96000000,5.40000000,58.00000000,1.63110697,1.21414530,1.04785490,16.42973709,5.94000006
3604492,3.96000000,5.52000000,78.00000000,2.37699771,1.37413764,1.10145354,41.36719894,31.90679932
3604493,3.96000000,5.58000000,84.00000000,2.17216492,1.42344904,1.13207769,37.87491226,24.34320068
3604494,3.96000000,5.64000000,85.00000000,2.08183050,1.47902155,1.16498923,34.93337250,19.72800064
3604495,3.96000000,5.70000000,68.00000000,2.03295588,1.53667116,1.20000005,22.81305885,9.94320011
3604497,3.96000000,5.82000000,106.00000000,2.17216492,1.66109872,1.27561748,43.43687439,24.45120049
3604498,3.96000000,5.88000000,141.00000000,1.98213458,1.71190035,1.31590271,62.12450409,36.53639984
3604499,3.96000000,5.94000000,241.00000000,0.84404206,1.70954537,1.35764503,216.27169800,334.86120605
3604500,3.96000000,6.00000000,243.00000000,0.79111266,1.71204090,1.40071416,217.00059509,335.45520020
3604501,3.96000000,6.06000000,155.00000000,0.73890513,1.71947682,1.44499135,73.80118561,47.24639893
3604502,3.96000000,6.12000000,123.00000000,1.11504543,1.74521852,1.49036908,55.78818512,35.32320023
3604504,3.96000000,6.24000000,67.00000000,2.11504555,1.91492414,1.58404541,21.73933411,8.97480011
3604505,3.96000000,6.30000000,85.00000000,2.11504555,1.96155167,1.63217652,36.07274246,22.07519913
3604506,3.96000000,6.36000000,92.00000000,1.91021276,2.01086283,1.68107104,44.24116898,30.95999908
3604507,3.96000000,6.42000000,99.00000000,1.81987834,2.06643534,1.73066461,54.64367676,42.72119904
3604509,3.96000000,6.54000000,150.00000000,2.11504555,2.19601250,1.83172047,68.22944641,42.39720154
3604510,3.96000000,6.60000000,165.00000000,1.81987822,2.24089622,1.88308263,77.04405212,50.64120102
3604511,3.96000000,6.66000000,220.00000000,1.77100372,2.29854584,1.93494189,173.41244507,244.32839966
3604512,3.96000000,6.72000000,198.00000000,1.74071133,2.35710073,1.98725939,141.66024780,187.32600403
3604513,3.96000000,6.78000000,174.00000000,1.72018242,2.41612530,2.03999996,87.89920044,61.18199921
3604514,3.96000000,6.84000000,170.00000000,1.70537996,2.47542357,2.09313154,89.10124969,63.67319870
3670019,4.02000000,4.98000000,99.00000000,1.42083311,1.28598619,1.01999998,73.92684174,83.94480133
3670020,4.02000000,5.04000000,102.00000000,1.33049870,1.23041368,1.02176321,70.86354065,77.24160004
3670021,4.02000000,5.10000000,111.00000000,1.12566590,1.18110240,1.02703452,70.02951050,71.24040222
3670022,4.02000000,5.16000000,135.00000000,0.78162444,1.15421557,1.03576064,82.75183105,78.10919952
3670023,4.02000000,5.22000000,153.00000000,0.69611245,1.14276600,1.04785490,96.70738220,89.38079834
3670024,4.02000000,5.28000000,127.00000000,1.08183050,1.15512073,1.06320274,69.06681061,58.50719833
3670025,4.02000000,5.34000000,121.00000000,1.37699771,1.18440104,1.08166540,63.60267639,51.36479950
3670026,4.02000000,5.40000000,115.00000000,1.58183050,1.23371232,1.10308659,58.75809097,45.44279861
3670027,4.02000000,5.46000000,117.00000000,1.67216492,1.28928483,1.12729764,57.40560913,42.11999893
3670028,4.02000000,5.52000000,113.00000000,1.72103941,1.34693456,1.15412307,54.83257294,38.40480042
3670029,4.02000000,5.58000000,109.00000000,1.75133181,1.40548944,1.18338501,52.24391937,35.22600174
3670030,4.02000000,5.64000000,108.00000000,1.77186084,1.46451390,1.21490741,50.61118317,32.86439896
3670031,4.02000000,5.70000000,118.00000000,1.87699771,1.52693462,1.24851918,52.50536728,31.82399940
3670032,4.02000000,5.76000000,127.00000000,1.87699771,1.58693457,1.28405607,54.09219742,31.26239967
3670033,4.02000000,5.82000000,133.00000000,1.87699771,1.64693463,1.32136297,55.78894806,31.44599915
3670034,4.02000000,5.88000000,160.00000000,1.87699771,1.70693457,1.36029410,73.35565948,44.67959976
3670035,4.02000000,5.94000000,244.00000000,1.87699771,1.76693463,1.40071416,219.13269043,348.72479248
3670036,4.02000000,6.00000000,245.00000000,0.79516751,1.77184963,1.44249785,219.15754700,348.68521118
3670037,4.02000000,6.06000000,158.00000000,0.74686247,1.77872217,1.48553026,72.54403687,44.79479980
3670038,4.02000000,6.12000000,134.00000000,0.91021270,1.79452980,1.52970588,55.67789841,31.77000046
3670039,4.02000000,6.18000000,126.00000000,1.11504543,1.83007133,1.57492852,53.75606155,32.51520157
3670040,4.02000000,6.24000000,113.00000000,1.24071145,1.87669873,1.62111068,51.38233566,33.78239822
3670041,4.02000000,6.30000000,105.00000000,1.41021264,1.93495512,1.66817260,50.67802429,36.09000015
3670042,4.02000000,6.36000000,103.00000000,1.45908713,1.99260473,1.71604192,52.11127090,39.36240005
3670043,4.02000000,6.42000000,112.00000000,1.48937953,2.05115962,1.76465297,57.79471207,44.83800125
3670044,4.02000000,6.48000000,163.00000000,1.61504543,2.11115956,1.81394601,83.21947479,61.71120071
3670045,4.02000000,6.54000000,213.00000000,1.61504543,2.17115951,1.86386693,118.92470551,94.03559875
3670046,4.02000000,6.60000000,216.00000000,1.61504543,2.23115969,1.91436672,125.51216125,105.53399658
3670047,4.02000000,6.66000000,260.00000000,1.61504543,2.29115963,1.96540070,218.54460144,303.29638672
3670048,4.02000000,6.72000000,230.00000000,1.61504543,2.35115957,2.01692843,182.50538635,245.63160706
3670049,4.02000000,6.78000000,206.00000000,1.61504543,2.41115952,2.06891274,130.53517151,121.19760132
3670050,4.02000000,6.84000000,198.00000000,1.61504543,2.47115970,2.12132025,127.33382416,119.22480011
3735555,4.08000000,4.98000000,100.00000000,1.25133181,1.31258261,1.08000004,76.94410706,88.07039642
3735556,4.08000000,5.04000000,105.00000000,1.03533149,1.26538408,1.08166540,74.02017212,80.52480316
3735557,4.08000000,5.10000000,116.00000000,0.86790383,1.22993910,1.08664620,74.14950562,74.81880188
3735558,4.08000000,5.16000000,136.00000000,0.76487488,1.21261561,1.09489727,84.20318604,79.84799957
3735559,4.08000000,5.22000000,147.00000000,0.68911695,1.20243549,1.10634530,89.28633881,81.08280182
3735560,4.08000000,5.28000000,132.00000000,1.03295600,1.21277046,1.12089252,73.52970886,63.42839813
3735561,4.08000000,5.34000000,124.00000000,1.17216492,1.23371220,1.13841999,68.00937653,56.70719910
3735562,4.08000000,5.40000000,117.00000000,1.37699771,1.26925385,1.15879250,61.86961746,49.21200180
3735563,4.08000000,5.46000000,110.00000000,1.50266361,1.31588125,1.18186295,58.14086914,44.39879990
3735564,4.08000000,5.52000000,109.00000000,1.58183050,1.36787641,1.20747674,55.99149323,41.58720016
3735565,4.08000000,5.58000000,111.00000000,1.63475978,1.42265809,1.23547566,55.14854050,38.65679932
3735566,4.08000000,5.64000000,115.00000000,1.67216516,1.47902155,1.26570141,55.32557678,36.63719940
3735567,4.08000000,5.70000000,121.00000000,1.69982660,1.53635478,1.29799843,56.64263535,35.92440033
3735568,4.08000000,5.76000000,132.00000000,1.72103941,1.59432077,1.33221614,58.30764771,34.96319962
3735569,4.08000000,5.82000000,137.00000000,1.73778868,1.65272093,1.36821055,59.94292068,35.11800003
3735570,4.08000000,5.88000000,165.00000000,1.75133181,1.71143055,1.40584493,78.54006195,49.66559982
3735571,4.08000000,5.94000000,250.00000000,1.76249933,1.77036858,1.44499135,229.06542969,370.53720093
3735572,4.08000000,6.00000000,253.00000000,1.77186084,1.82947969,1.48553026,229.77291870,370.73159790
3735573,4.08000000,6.06000000,169.00000000,0.75370759,1.83807349,1.52735066,82.75247955,54.51480103
3735574,4.08000000,6.12000000,141.00000000,0.81987822,1.85010231,1.57035029,62.74394989,38.44079971
3735575,4.08000000,6.18000000,132.00000000,0.98937953,1.87669873,1.61443484,60.22011185,39.05279922
3735576,4.08000000,6.24000000,120.00000000,1.11504543,1.91492414,1.65951800,58.63967514,41.11560059
3735577,4.08000000,6.30000000,113.00000000,1.20537996,1.96036565,1.70552039,58.79551697,44.45640182
3735578,4.08000000,6.36000000,111.00000000,1.31987834,2.01086283,1.75236988,59.65674591,47.43000031
3735579,4.08000000,6.42000000,117.00000000,1.41021276,2.06643534,1.79999995,65.12687683,53.76959991
3735580,4.08000000,6.48000000,148.00000000,1.45908725,2.12408495,1.84835064,91.17410278,78.69960022
3735581,4.08000000,6.54000000,219.00000000,1.43787432,2.18202496,1.89736664,127.97511292,106.96320343
3735582,4.08000000,6.60000000,222.00000000,1.45908713,2.23999119,1.94699764,134.69381714,120.00959778
3735583,4.08000000,6.66000000,264.00000000,1.47583652,2.29839110,1.99719799,227.43615723,324.45721436
3735584,4.08000000,6.72000000,236.00000000,1.48937964,2.35710073,2.04792571,192.14794922,265.33801270
3735585,4.08000000,6.78000000,210.00000000,1.50990856,2.41612530,2.09914279,136.21667480,130.67999268
3735586,4.08000000,6.84000000,204.00000000,1.52471101,2.47542357,2.15081382,135.59292603,132.01919556
3801091,4.14000000,4.98000000,67.00000000,1.05521929,1.34957159,1.13999999,33.80140305,24.90119934
3801092,4.14000000,5.04000000,68.00000000,1.00000000,1.31258261,1.14157784,28.98717499,17.94599915
3801093,4.14000000,5.10000000,78.00000000,0.81121308,1.28586137,1.14629841,34.33669662,22.26239967
3801094,4.14000000,5.16000000,92.00000000,0.75133198,1.27132535,1.15412307,37.58868790,23.19840050
3801095,4.14000000,5.22000000,106.00000000,0.68338180,1.26216459,1.16498923,42.31136322,24.81839943
3801096,4.14000000,5.28000000,74.00000000,1.00266361,1.27132535,1.17881298,23.56125832,10.11240005
3801097,4.14000000,5.34000000,61.00000000,1.11923563,1.28849399,1.19549155,19.83450890,8.76239967
3801098,4.14000000,5.40000000,51.00000000,1.25133181,1.31588125,1.21490741,15.80444717,6.00120020
3801100,4.14000000,5.52000000,53.00000000,2.17216492,1.42344904,1.26142776,20.47783470,10.53359985
3801101,4.14000000,5.58000000,62.00000000,1.53295588,1.44940531,1.28825462,22.92484856,11.01959991
3801102,4.14000000,5.64000000,63.00000000,1.58183074,1.50204051,1.31726992,21.81653023,9.61919975
3801103,4.14000000,5.70000000,54.00000000,1.61923552,1.55649471,1.34833229,19.03569984,8.74440002
3801105,4.14000000,5.82000000,94.00000000,2.06508112,1.67917359,1.41605079,37.34478760,20.17440033
3801106,4.14000000,5.88000000,124.00000000,1.72748828,1.72609138,1.45244622,54.42218399,33.97679901
3801107,4.14000000,5.94000000,232.00000000,1.70749640,1.78365350,1.49036908,221.21258545,379.02239990
3801108,4.14000000,6.00000000,233.00000000,1.72103953,1.84170723,1.52970588,221.86914062,379.84320068
3801109,4.14000000,6.06000000,146.00000000,0.75965708,1.89751005,1.57035029,71.25906372,48.63600159
3801110,4.14000000,6.12000000,108.00000000,0.77100372,1.90775204,1.61220348,48.64115143,30.72960091
3801112,4.14000000,6.24000000,53.00000000,1.02471101,1.96036565,1.69917631,18.10723495,7.89839983
3801113,4.14000000,6.30000000,65.00000000,1.11504579,1.99977696,1.74413300,22.30648613,9.50399971
3801114,4.14000000,6.36000000,68.00000000,1.18549204,2.04455304,1.78997207,25.97526360,12.56760025
3801115,4.14000000,6.42000000,65.00000000,1.24071169,2.09303188,1.83662736,28.54501343,16.29000092
3801117,4.14000000,6.54000000,147.00000000,2.26070333,2.24202514,1.93214905,72.69327545,51.90119934
3801118,4.14000000,6.60000000,160.00000000,1.76070333,2.26687789,1.98090887,82.44400024,68.18759918
3801119,4.14000000,6.66000000,203.00000000,1.55587053,2.31618929,2.03027081,170.42108154,266.77081299
3801120,4.14000000,6.72000000,183.00000000,1.42949820,2.37163687,2.08019233,135.37190247,197.17559814
3801121,4.14000000,6.78000000,160.00000000,1.44554412,2.42932391,2.13063359,79.73767090,57.27959824
3801122,4.14000000,6.84000000,160.00000000,1.45908713,2.48737741,2.18155909,82.01882172,57.37680054
3866631,4.20000000,5.22000000,107.00000000,0.74109769,1.32216454,1.22376466,36.93770599,17.39879990
3866641,4.20000000,5.82000000,78.00000000,2.26991391,1.72848499,1.46478665,32.54221344,17.62199974
3866642,4.20000000,5.88000000,98.00000000,2.06508112,1.76402640,1.50000000,44.57471848,29.99880028
3866643,4.20000000,5.94000000,201.00000000,1.93941522,1.81065392,1.53674984,205.77963257,382.97158813
3866644,4.20000000,6.00000000,201.00000000,1.81782269,1.86025560,1.57492852,206.15498352,383.32440186
3866645,4.20000000,6.06000000,116.00000000,1.72748852,1.91582811,1.61443484,53.23139954,35.90999985
3866646,4.20000000,6.12000000,85.00000000,0.72604585,1.96627438,1.65517366,39.11050797,24.10919952
3866653,4.20000000,6.54000000,145.00000000,2.41021252,2.30089617,1.96814632,74.36630249,55.42200089
3866654,4.20000000,6.60000000,154.00000000,1.96553600,2.31618929,2.01603580,84.11858368,75.85919952
3866655,4.20000000,6.66000000,200.00000000,1.77337909,2.35115957,2.06455803,174.42662048,282.23278809
3866656,4.20000000,6.72000000,175.00000000,1.63503730,2.39835835,2.11366987,131.89961243,198.30599976
3866657,4.20000000,6.78000000,154.00000000,1.55587053,2.45035338,2.16333079,77.14144135,57.19319916
3866658,4.20000000,6.84000000,150.00000000,1.50294113,2.50513506,2.21350408,75.92335510,54.12599945
3932163,4.26000000,4.98000000,41.00000000,1.74109769,1.57190120,1.25999999,11.43767262,3.75119996
3932164,4.26000000,5.04000000,43.00000000,1.53626490,1.51190114,1.26142776,10.45401001,3.02760005
3932165,4.26000000,5.10000000,55.00000000,1.44593048,1.45632863,1.26570141,17.68130493,8.58600044
3932166,4.26000000,5.16000000,73.00000000,0.92083317,1.39632869,1.27279222,24.42078209,12.07079983
3932167,4.26000000,5.22000000,85.00000000,0.74109769,1.38216448,1.28265345,28.86237144,13.80599976
3932168,4.26000000,5.28000000,66.00000000,1.24109769,1.40701735,1.29522204,22.04215431,10.66679955
3932169,4.26000000,5.34000000,46.00000000,1.74109769,1.46701729,1.31041980,12.72741222,4.58640003
3932170,4.26000000,5.40000000,41.00000000,1.74109769,1.52701735,1.32815659,11.36739349,3.69359994
3932179,4.26000000,5.94000000,193.00000000,2.06508160,1.84887922,1.58404541,209.22990417,402.81838989
3932180,4.26000000,6.00000000,193.00000000,1.97474670,1.89432085,1.62111068,209.55088806,403.16760254
3932189,4.26000000,6.54000000,145.00000000,2.61504531,2.36089611,2.00529289,78.67613220,62.48880005
3932190,4.26000000,6.60000000,155.00000000,2.05587053,2.37176180,2.05231571,90.02831268,86.81759644
3932191,4.26000000,6.66000000,197.00000000,1.88636923,2.39835835,2.09999990,179.18103027,299.14920044
3932192,4.26000000,6.72000000,172.00000000,1.76070333,2.43658352,2.14830160,135.32641602,210.25439453
3932193,4.26000000,6.78000000,152.00000000,1.67036879,2.48202515,2.19718003,79.12965393,61.56719971
3932194,4.26000000,6.84000000,150.00000000,1.60474503,2.53188229,2.24659753,79.94714355,61.06679916
3997699,4.32000000,4.98000000,42.00000000,1.42083311,1.58606529,1.32000005,10.73246956,3.31920004
3997700,4.32000000,5.04000000,48.00000000,1.33049870,1.53049278,1.32136297,12.22251034,4.23360014
3997701,4.32000000,5.10000000,58.00000000,1.12566590,1.48118150,1.32544327,16.08887672,6.63479996
3997702,4.32000000,5.16000000,87.00000000,0.72284549,1.44861972,1.33221614,40.93718338,33.66719818
3997703,4.32000000,5.22000000,81.00000000,0.74109769,1.44216454,1.34164083,27.60764313,13.52519989
3997704,4.32000000,5.28000000,67.00000000,0.94593048,1.45190120,1.35366166,20.06104279,8.71560001
3997705,4.32000000,5.34000000,49.00000000,1.24109769,1.49187016,1.36821055,11.92352581,3.70799994
3997706,4.32000000,5.40000000,44.00000000,1.36676359,1.53849757,1.38520753,11.38351059,3.54600000
3997714,4.32000000,5.88000000,54.00000000,3.06508160,1.93373203,1.59762323,17.97331810,7.76520014
3997715,4.32000000,5.94000000,180.00000000,2.56508160,1.90887916,1.63217652,211.42892456,423.22320557
3997716,4.32000000,6.00000000,184.00000000,2.06508112,1.93373203,1.66817260,213.17485046,424.31759644
3997717,4.32000000,6.06000000,82.00000000,1.99463463,1.97850835,1.70552039,34.32915497,18.73800087
3997725,4.32000000,6.54000000,143.00000000,2.61504531,2.42089629,2.04352641,80.31639099,66.22560120
3997726,4.32000000,6.60000000,157.00000000,2.10474491,2.42941141,2.08968902,98.62563324,103.62960052
3997727,4.32000000,6.66000000,196.00000000,1.96553600,2.45035338,2.13653922,185.28439331,317.68200684
3997728,4.32000000,6.72000000,169.00000000,1.85103774,2.48202515,2.18403292,136.23826599,214.59599304
3997729,4.32000000,6.78000000,153.00000000,1.76070333,2.52143621,2.23212910,88.23043823,80.61479950
3997730,4.32000000,6.84000000,149.00000000,1.69025671,2.56621265,2.28078938,83.99541473,68.78880310
4063235,4.38000000,4.98000000,48.00000000,1.25133181,1.61266172,1.38000000,14.10402107,5.58720016
4063236,4.38000000,5.04000000,47.00000000,1.12566590,1.56603420,1.38130379,10.89746380,3.26880002
4063237,4.38000000,5.10000000,53.00000000,0.92083317,1.53049266,1.38520753,12.34919453,4.10400009
4063238,4.38000000,5.16000000,86.00000000,0.71600038,1.50797105,1.39168966,39.16158676,32.05440140
4063239,4.38000000,5.22000000,77.00000000,0.74109769,1.50216448,1.40071416,25.92133331,12.72959995
4063240,4.38000000,5.28000000,62.00000000,0.89705592,1.50955093,1.41223228,16.87363434,6.57359982
4063241,4.38000000,5.34000000,51.00000000,1.11543179,1.53849757,1.42618370,12.58826160,4.07520008
4063242,4.38000000,5.40000000,47.00000000,1.24109817,1.57672286,1.44249785,12.66692638,4.26599979
4063250,4.38000000,5.88000000,64.00000000,2.86024880,1.98304319,1.64754367,23.60179329,11.36880016
4063251,4.38000000,5.94000000,172.00000000,2.56508160,1.96887910,1.68107104,214.30424500,444.20040894
4063252,4.38000000,6.00000000,174.00000000,2.26991439,1.98304319,1.71604192,216.12145996,445.95361328
4063253,4.38000000,6.06000000,99.00000000,2.06508136,2.01858497,1.75236988,58.47543716,53.30879974
4063261,4.38000000,6.54000000,143.00000000,2.61504531,2.48089623,2.08278656,84.41814423,72.68759918
4063262,4.38000000,6.60000000,161.00000000,2.13503742,2.48796606,2.12809777,109.33481598,124.40160370
4063263,4.38000000,6.66000000,197.00000000,2.01846528,2.50513506,2.17412043,193.22126770,338.28118896
4063264,4.38000000,6.72000000,168.00000000,1.91666150,2.53188229,2.22081065,140.56584167,226.61999512
4063265,4.38000000,6.78000000,154.00000000,1.83114982,2.56621265,2.26812696,97.28205109,100.89360046
4063266,4.38000000,6.84000000,145.00000000,1.76070368,2.60628915,2.31603098,85.87563324,74.10600281
4128771,4.44000000,4.98000000,46.00000000,1.12566638,1.65088701,1.44000006,12.87585735,4.50000000
4128772,4.44000000,5.04000000,50.00000000,0.96970767,1.61202168,1.44124949,12.75586987,4.26240015
4128773,4.44000000,5.10000000,52.00000000,0.86790383,1.58527434,1.44499135,12.55978680,4.13640022
4128774,4.44000000,5.16000000,84.00000000,0.71005082,1.56740773,1.45120645,36.75608063,28.68840027
4128775,4.44000000,5.22000000,81.00000000,0.74109769,1.56216455,1.45986307,28.36702919,14.13360023
4128776,4.44000000,5.28000000,60.00000000,0.86676359,1.56810570,1.47091806,16.15328217,6.12720013
4128777,4.44000000,5.34000000,50.00000000,1.03626490,1.59049273,1.48431802,12.78877926,4.32000017
4128778,4.44000000,5.40000000,48.00000000,1.15076327,1.62216449,1.50000000,14.06082821,5.26319981
4128786,4.44000000,5.88000000,70.00000000,2.76991439,2.03861594,1.69811666,28.65233612,15.53759956
4128787,4.44000000,5.94000000,169.00000000,2.56508160,2.02887917,1.73066461,219.36109924,467.12881470
4128788,4.44000000,6.00000000,173.00000000,2.36024880,2.03861594,1.76465297,222.82374573,470.18161011
4128789,4.44000000,6.06000000,93.00000000,2.15541553,2.06402636,1.79999995,59.65298462,60.32160187
4128797,4.44000000,6.54000000,141.00000000,2.61504531,2.54089618,2.12301683,88.51385498,80.27279663
4128798,4.44000000,6.60000000,157.00000000,2.15556622,2.54699087,2.16748691,113.73600769,137.66400146
4128799,4.44000000,6.66000000,198.00000000,2.05587053,2.56149840,2.21269059,201.61808777,360.05398560
4128800,4.44000000,6.72000000,167.00000000,1.96553600,2.58451724,2.25858355,144.20869446,233.70480347
4128801,4.44000000,6.78000000,153.00000000,1.88636923,2.61469126,2.30512476,103.94691467,117.37079620
4128802,4.44000000,6.84000000,141.00000000,1.81841910,2.65064001,2.35227561,88.79491425,80.90640259
4194307,4.50000000,4.98000000,45.00000000,1.03533149,1.69632864,1.50000000,13.97031116,5.38199997
4194308,4.50000000,5.04000000,47.00000000,0.92083317,1.66465676,1.50119948,13.40631008,4.96799994
4194309,4.50000000,5.10000000,50.00000000,0.83049870,1.64163780,1.50479233,12.99243927,4.42799997
4194310,4.50000000,5.16000000,73.00000000,0.70483273,1.62691379,1.51076138,30.68392754,23.05439949
4194311,4.50000000,5.22000000,85.00000000,0.74109769,1.62216449,1.51907861,30.70135689,15.13440037
4194312,4.50000000,5.28000000,56.00000000,0.84623456,1.62713039,1.52970588,16.82899284,7.29720020
4194313,4.50000000,5.34000000,50.00000000,0.94593048,1.64163780,1.54259527,14.49086761,5.33519983
4194314,4.50000000,5.40000000,48.00000000,1.08513939,1.67202163,1.55769062,15.63215160,6.34320021
4194322,4.50000000,5.88000000,74.00000000,2.72103977,2.09626555,1.74928558,35.63389969,23.43959999
4194323,4.50000000,5.94000000,168.00000000,2.56508160,2.08887911,1.78089869,225.85087585,491.79598999
4194324,4.50000000,6.00000000,173.00000000,2.40912342,2.09626555,1.81394601,229.59454346,494.97119141
4194325,4.50000000,6.06000000,92.00000000,2.26991439,2.11720729,1.84835064,64.33643341,70.43039703
4194333,4.50000000,6.54000000,139.00000000,2.61504531,2.60089612,2.16416264,93.43347168,89.27639771
4194334,4.50000000,6.60000000,158.00000000,2.17036867,2.60628915,2.20780444,124.51421356,162.43200684
4194335,4.50000000,6.66000000,200.00000000,2.08353233,2.61883163,2.25219893,210.69639587,383.04721069
4194336,4.50000000,6.72000000,170.00000000,2.00294113,2.63897133,2.29730272,151.34776306,247.89599609
4194337,4.50000000,6.78000000,151.00000000,1.93020463,2.66576076,2.34307480,115.42936707,147.31199646
4194338,4.50000000,6.84000000,139.00000000,1.86584020,2.69816470,2.38947701,92.94847870,87.78600311
4259847,4.56000000,5.22000000,88.00000000,0.74109769,1.68216455,1.57835352,32.23707199,15.62399960
4259858,4.56000000,5.88000000,76.00000000,2.69074750,2.15482044,1.80099976,43.33664703,34.56719971
4259859,4.56000000,5.94000000,177.00000000,2.56508160,2.14887905,1.83172047,236.74697876,519.33239746
4259860,4.56000000,6.00000000,179.00000000,2.43941569,2.15482044,1.86386693,239.13281250,522.00360107
4259861,4.56000000,6.06000000,91.00000000,2.32284379,2.17198896,1.89736664,69.45995331,81.70919800
4259869,4.56000000,6.54000000,133.00000000,2.61504531,2.66089630,2.20617318,97.06406403,96.87239838
4259870,4.56000000,6.60000000,153.00000000,2.18153644,2.66576076,2.24899983,132.04244995,182.19960022
4259871,4.56000000,6.66000000,205.00000000,2.10474491,2.67679787,2.29259682,221.36199951,407.82238770
4259872,4.56000000,6.72000000,171.00000000,2.03230286,2.69466519,2.33692098,157.71862793,261.98278809
4259873,4.56000000,6.78000000,148.00000000,1.96553600,2.71868134,2.38193202,125.67390442,172.88279724
4259874,4.56000000,6.84000000,136.00000000,1.90508795,2.74806380,2.42759132,99.25925446,99.65160370
4325379,4.62000000,4.98000000,29.00000000,1.58513951,1.92955077,1.62000000,10.52644634,4.81680012
4325380,4.62000000,5.04000000,27.00000000,1.53626490,1.87190115,1.62111068,10.36383247,5.05439997
4325382,4.62000000,5.16000000,42.00000000,1.03626490,1.75632870,1.62996936,13.11180592,4.87799978
4325383,4.62000000,5.22000000,79.00000000,0.74109769,1.74216449,1.63768125,31.65500259,16.49519920
4325384,4.62000000,5.28000000,18.00000000,1.24109769,1.76701736,1.64754367,4.68497133,1.52999997
4325385,4.62000000,5.34000000,8.00000000,1.44593048,1.81632864,1.65951800,1.57484162,0.42840001
4325386,4.62000000,5.40000000,5.00000000,1.53626490,1.87190115,1.67355907,0.78973669,0.14399999
4325395,4.62000000,5.94000000,198.00000000,2.56508160,2.20887899,1.88308263,254.58084106,552.30480957
4325396,4.62000000,6.00000000,213.00000000,2.45994473,2.21384501,1.91436672,263.87207031,559.68481445
4325407,4.62000000,6.66000000,214.00000000,2.12149429,2.73519778,2.33383799,230.51831055,429.13800049
4390915,4.68000000,4.98000000,52.00000000,1.83143210,1.95675409,1.67999995,31.55001450,26.86319923
