Ref,x,y,Connectivity,Gate Counts,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
4128775,3.16000000,5.08000000,113.00000000,15.00000000,0.18249904,0.13654631,153.22018433,0.28626597,1.07611728,0.01730700,2.62881613,4.09821987,38.80342484,19.08799934
4128776,3.16000000,5.12000000,69.00000000,9.00000000,0.10975578,0.15423699,193.21623230,0.21887332,0.96776021,0.01357100,1.87629449,2.99036598,19.39708710,7.76000023
4128777,3.16000000,5.16000000,355.00000000,38.00000000,0.55293125,0.10004612,105.36742401,0.55723095,2.01548696,0.00461700,5.43873215,8.33374882,215.65956116,186.31359863
4128778,3.16000000,5.20000000,375.00000000,67.00000000,0.59170312,0.09318979,106.56380463,0.48034903,1.97564924,0.04461700,5.70888138,8.93249321,211.64218140,174.64799500
4128779,3.16000000,5.24000000,396.00000000,101.00000000,0.62320769,0.09185389,107.92791748,0.41043344,1.93582022,0.08461700,5.84472370,9.23363209,210.51850891,163.48959351
4128780,3.16000000,5.28000000,416.00000000,129.00000000,0.64300549,0.08741677,109.49352264,0.35261700,1.89600062,0.12461700,5.82118654,9.61423874,213.29005432,156.76159668
4128781,3.16000000,5.32000000,420.00000000,164.00000000,0.66181290,0.07858156,108.54259491,0.29188368,1.85619140,0.12533072,6.42705107,10.28755665,211.78103638,152.42399597
4128782,3.16000000,5.36000000,436.00000000,137.00000000,0.67585641,0.06271523,111.70439911,0.24084428,1.81639326,0.08589173,8.02559662,11.63712311,220.36288452,157.12959290
4128783,3.16000000,5.40000000,425.00000000,145.00000000,0.66013122,0.07867228,120.82803345,0.21990582,1.77660728,0.04740242,6.66797876,10.26855183,206.77844238,139.58239746
4128784,3.16000000,5.44000000,413.00000000,179.00000000,0.63880211,0.08646950,134.12530518,0.22615886,1.73683453,0.01779295,6.02754831,9.63510895,192.61019897,124.36160278
4128785,3.16000000,5.48000000,362.00000000,147.00000000,0.56990606,0.10010024,136.02015686,0.23210122,1.69707632,0.01891547,5.45533085,8.45841503,168.94010925,106.16000366
4128786,3.16000000,5.52000000,351.00000000,95.00000000,0.54926133,0.11435326,138.43724060,0.20747858,1.65733397,0.05067973,4.87705612,7.76909065,160.44886780,97.44480133
4128787,3.16000000,5.56000000,353.00000000,82.00000000,0.54120356,0.13691455,144.60865784,0.18137667,1.61760926,0.08232900,4.08671713,7.04791164,159.13218689,93.53119659
4128788,3.16000000,5.60000000,348.00000000,102.00000000,0.53774559,0.14061818,154.69487000,0.15877368,1.57790375,0.05759104,3.93621612,6.93222475,154.98005676,89.21920013
4128789,3.16000000,5.64000000,350.00000000,145.00000000,0.53741932,0.14147575,168.91639709,0.14328645,1.53821981,0.02285623,3.81738949,6.90908527,152.74246216,84.95680237
4128790,3.16000000,5.68000000,346.00000000,155.00000000,0.53433996,0.16819264,184.29861450,0.13931094,1.20197070,0.01783704,3.25298786,6.31844568,148.50285339,82.17120361
4128791,3.16000000,5.72000000,340.00000000,110.00000000,0.52535707,0.15442817,198.80960083,0.14671925,1.16305137,0.04757563,3.62388420,6.53836203,146.15814209,81.22720337
4128792,3.16000000,5.76000000,337.00000000,100.00000000,0.51973552,0.15225887,211.43745422,0.16112855,1.12427688,0.08232900,3.67849922,6.54944992,146.00421143,82.60639954
4128793,3.16000000,5.80000000,333.00000000,100.00000000,0.51549178,0.14652547,221.55712891,0.18061598,1.08567703,0.08232900,3.78407836,6.64904451,144.77597046,83.64959717
4128794,3.16000000,5.84000000,333.00000000,112.00000000,0.50940603,0.14006820,229.03240967,0.19716507,1.07924354,0.08232900,3.87012362,6.76031923,143.80528259,83.42079926
4128795,3.16000000,5.88000000,340.00000000,126.00000000,0.52012080,0.10942252,231.69773865,0.21703863,1.10842991,0.08232900,4.75359440,7.72865057,148.97956848,88.50559998
4128796,3.16000000,5.92000000,363.00000000,178.00000000,0.55182302,0.06853470,229.94125366,0.24381682,1.69277072,0.08232900,6.93905163,10.05887890,165.87130737,104.38559723
4128797,3.16000000,5.96000000,546.00000000,201.00000000,0.83529788,0.06056698,263.69308472,0.14526512,2.17782307,0.08483081,9.18410778,13.16459942,394.01614380,422.98880005
4128798,3.16000000,6.00000000,536.00000000,190.00000000,0.79466617,0.05797070,252.43978882,0.21289189,2.17842746,0.08238288,9.20376110,13.12481022,385.72137451,414.89599609
4128799,3.16000000,6.04000000,333.00000000,128.00000000,0.50998980,0.12534019,247.69001770,0.36625233,1.26577532,0.08232900,4.29119635,7.15056753,160.13018799,109.22239685
4128800,3.16000000,6.08000000,310.00000000,95.00000000,0.47750840,0.15449341,252.91229248,0.41482523,1.30522823,0.08232900,3.51146269,6.23218679,152.57179260,108.70240021
4128801,3.16000000,6.12000000,305.00000000,67.00000000,0.46714965,0.21744892,254.82104492,0.45540541,1.34471834,0.08232900,2.62752581,5.19582272,157.37149048,117.23200226
4128802,3.16000000,6.16000000,301.00000000,55.00000000,0.46286327,0.22000825,255.99899292,0.49453261,1.38424194,0.08232900,2.63187671,5.14176035,163.42890930,127.31999969
4128803,3.16000000,6.20000000,300.00000000,43.00000000,0.45875990,0.21835136,257.04675293,0.53471035,1.42379594,0.08232900,2.67087555,5.13830280,172.11256409,139.44639587
4128804,3.16000000,6.24000000,293.00000000,29.00000000,0.45025873,0.22487685,258.20932007,0.58245814,1.46337748,0.04306800,2.61407399,5.01607037,178.54353333,150.53599548
4128805,3.16000000,6.28000000,289.00000000,21.00000000,0.44053373,0.31234047,259.42657471,0.63271028,1.50298405,0.00306800,1.93630993,4.20998335,186.43147278,162.85279846
4128806,3.16000000,6.32000000,112.00000000,42.00000000,0.17630973,0.16507402,153.09538269,0.31588209,0.86379433,0.01154900,2.06547999,3.66356349,43.68278122,23.56800079
4128807,3.16000000,6.36000000,119.00000000,57.00000000,0.19473369,0.13295384,164.44558716,0.31304514,0.85575724,0.05154900,2.35407948,4.29017544,45.73039627,24.83040047
4128808,3.16000000,6.40000000,121.00000000,59.00000000,0.19453582,0.11541352,180.73512268,0.31890312,0.85701615,0.06520600,2.65871811,4.60231543,47.80085754,26.42079926
4128809,3.16000000,6.44000000,109.00000000,50.00000000,0.17947580,0.17100123,198.88322449,0.35932061,0.87320119,0.02520600,2.08610249,3.63168573,44.05556107,24.58720016
4128811,3.16000000,6.52000000,236.00000000,20.00000000,0.37422490,0.15670331,116.68797302,0.22185233,1.24650002,0.02030100,2.87580585,5.47812796,88.24511719,42.12319946
4128812,3.16000000,6.56000000,262.00000000,77.00000000,0.41940081,0.12461234,121.02706909,0.18298626,1.24984169,0.06030100,3.62526512,6.50337839,103.58091736,56.76800156
4128813,3.16000000,6.60000000,326.00000000,131.00000000,0.51629066,0.09692447,108.50740051,0.12918821,1.66089880,0.10030100,4.79669428,8.18154526,166.77905273,130.99360657
4128814,3.16000000,6.64000000,431.00000000,152.00000000,0.68263531,0.08848592,87.17263031,0.07435005,1.99581361,0.14030100,6.33133888,9.84605408,310.00848389,340.59521484
4128815,3.16000000,6.68000000,480.00000000,239.00000000,0.76670295,0.09592523,52.61510849,0.01166964,1.99463117,0.18030100,6.67076206,10.02194595,370.27600098,420.24960327
4128816,3.16000000,6.72000000,427.00000000,171.00000000,0.69942337,0.08916648,269.36117554,0.05409550,1.99607325,0.14589000,6.39403677,9.92828369,304.66784668,333.16000366
4128817,3.16000000,6.76000000,337.00000000,105.00000000,0.53659594,0.07427760,244.83134460,0.12365896,1.66106343,0.10589000,6.12998724,9.52795506,178.35800171,144.00320435
4128818,3.16000000,6.80000000,273.00000000,85.00000000,0.43532300,0.08580104,238.80937195,0.19226658,1.25182760,0.06589000,5.11743164,7.98480797,115.20872498,68.98560333
4128819,3.16000000,6.84000000,243.00000000,25.00000000,0.38827890,0.11359056,243.72573853,0.24689896,1.24671793,0.02589000,3.91123199,6.55398893,96.81063843,52.19039917
4128821,3.16000000,6.92000000,83.00000000,4.00000000,0.13457701,0.69933379,131.92779541,0.15324694,0.43049592,0.02003900,0.06912765,1.55506349,17.12831306,4.18879986
4128822,3.16000000,6.96000000,97.00000000,5.00000000,0.15508670,0.29464641,167.24069214,0.13596809,0.64734882,0.06003900,0.98578852,2.57182622,21.27215576,6.23360014
4128823,3.16000000,7.00000000,111.00000000,7.00000000,0.17279096,0.31066358,198.98252869,0.15278934,0.69925863,0.10003900,0.98324573,2.64374924,27.02527618,9.35359955
4128824,3.16000000,7.04000000,110.00000000,11.00000000,0.17316750,0.33078876,213.83212280,0.16069955,0.68453825,0.12940800,0.91023135,2.56485462,26.06534767,8.79520035
4128825,3.16000000,7.08000000,107.00000000,6.00000000,0.17219947,0.34422445,225.16548157,0.17915116,0.68666625,0.08940800,0.86200738,2.50726366,25.45418358,8.57279968
4128826,3.16000000,7.12000000,105.00000000,4.00000000,0.17110839,0.35210684,233.54420471,0.20459849,0.70291668,0.04940800,0.83447379,2.47117424,26.04426003,8.95359993
4128827,3.16000000,7.16000000,106.00000000,2.00000000,0.17011502,0.35708058,239.69404602,0.23438549,0.72695702,0.00940800,0.81729287,2.44676995,28.96106720,10.60799980
4194305,3.20000000,4.84000000,30.00000000,11.00000000,0.04742597,0.25888368,170.88674927,0.16389869,0.42739925,0.02147700,0.47490314,1.51726246,5.76529789,1.49119997
4194306,3.20000000,4.88000000,27.00000000,8.00000000,0.03945629,0.27896535,191.95391846,0.15538108,0.42957380,0.00377100,0.31278741,1.33317721,5.05227518,1.31359994
4194307,3.20000000,4.92000000,75.00000000,5.00000000,0.11069465,0.20428567,27.54469490,0.36542648,1.09277141,0.00433200,1.42855883,2.60945201,26.69317055,14.45279980
4194308,3.20000000,4.96000000,83.00000000,-1.00000000,0.12239898,0.23134182,20.42240143,0.39487341,1.06931102,0.00433200,1.37919819,2.57849765,32.13616562,19.52479935
4194309,3.20000000,5.00000000,77.00000000,1.00000000,0.11222535,0.21892619,12.59188080,0.33224201,1.03445637,0.00433200,1.35710990,2.53805804,25.61350632,13.47840023
4194310,3.20000000,5.04000000,68.00000000,-1.00000000,0.09923285,0.36376846,0.69130129,0.25307909,0.68262869,0.00433200,0.68290460,1.85148478,17.73900986,6.55200005
4194311,3.20000000,5.08000000,68.00000000,-1.00000000,0.09967690,0.36657917,350.54595947,0.25774887,0.67185253,0.00433200,0.65856659,1.84849513,18.38803101,6.92000008
4194312,3.20000000,5.12000000,68.00000000,2.00000000,0.09929683,0.36409456,340.82177734,0.26811233,0.68183565,0.00433200,0.68241876,1.85125196,19.09419823,7.07040024
4194313,3.20000000,5.16000000,326.00000000,13.00000000,0.50367075,0.10816121,112.15491486,0.53075105,2.01959729,0.00461700,4.91904449,7.64966679,189.39143372,154.87040710
4194314,3.20000000,5.20000000,335.00000000,41.00000000,0.52026737,0.08905645,114.24916077,0.46825227,1.97986877,0.04461700,5.62251472,8.56812000,180.91406250,139.94560242
4194315,3.20000000,5.24000000,340.00000000,87.00000000,0.53631294,0.10140050,117.12294769,0.38751009,1.64158368,0.08461700,5.11569691,8.15256023,169.00071716,119.79679871
4194316,3.20000000,5.28000000,347.00000000,104.00000000,0.53183329,0.12093002,124.12645721,0.29525462,1.60221279,0.12461700,4.01043653,7.43405247,156.54019165,96.58239746
4194317,3.20000000,5.32000000,343.00000000,135.00000000,0.53439045,0.10079896,130.04063416,0.19643125,1.35636258,0.12413000,4.74121857,8.16218090,150.37835693,90.08640289
4194318,3.20000000,5.36000000,333.00000000,144.00000000,0.51355439,0.07179514,152.46769714,0.14141686,1.62678969,0.08413000,6.37274599,9.48092365,142.24568176,83.11840057
4194319,3.20000000,5.40000000,265.00000000,142.00000000,0.41187909,0.07540048,199.31260681,0.19234872,1.63628912,0.04413000,5.52638674,8.28519535,97.87777710,48.86560059
4194320,3.20000000,5.44000000,204.00000000,63.00000000,0.30556533,0.11071472,218.98536682,0.31120294,1.29321063,0.00413000,3.74847031,5.88917255,77.11096954,40.42079926
4194321,3.20000000,5.48000000,208.00000000,34.00000000,0.32391369,0.11859171,125.41844940,0.42458087,1.40625393,0.00763300,4.14542437,5.85858059,106.26858521,73.05919647
4194322,3.20000000,5.52000000,248.00000000,35.00000000,0.38931230,0.12161530,149.83007812,0.27616251,1.36730123,0.04232900,4.10333300,6.34249163,103.83668518,55.26879883
4194323,3.20000000,5.56000000,251.00000000,37.00000000,0.39431638,0.16066602,179.67828369,0.23025219,1.04115486,0.04232900,3.28152251,5.55348110,99.81015015,48.62400055
4194324,3.20000000,5.60000000,241.00000000,38.00000000,0.37140107,0.20391026,205.62550354,0.25045320,0.91183937,0.04232900,2.62447500,4.78417397,96.75728607,48.04800034
4194325,3.20000000,5.64000000,184.00000000,29.00000000,0.28672811,0.24158308,233.92655945,0.37036541,0.95700145,0.01492900,2.20932746,3.86195159,76.41816711,40.32640076
4194326,3.20000000,5.68000000,180.00000000,27.00000000,0.26911080,0.27341586,114.46725464,0.37640235,1.21274972,0.00431600,1.68947613,3.51688886,72.88971710,37.63359833
4194327,3.20000000,5.72000000,251.00000000,46.00000000,0.38686639,0.18020374,153.55157471,0.22270569,1.17454171,0.04232900,2.81546950,5.19401932,101.16172791,52.25279999
4194328,3.20000000,5.76000000,283.00000000,64.00000000,0.42980433,0.16045339,180.94146729,0.19585574,1.13657141,0.04232900,3.22869587,5.80184174,115.87157440,60.71200180
4194329,3.20000000,5.80000000,300.00000000,76.00000000,0.45736980,0.15177652,204.69456482,0.21082820,1.09888709,0.04232900,3.50196218,6.15370083,127.66701508,71.08319855
4194330,3.20000000,5.84000000,312.00000000,96.00000000,0.47192124,0.13651519,218.63848877,0.24053881,1.11717260,0.04232900,3.85280538,6.59096813,136.29858398,79.15200043
4194331,3.20000000,5.88000000,326.00000000,110.00000000,0.49253687,0.10946499,223.68769836,0.27233380,1.14467871,0.04232900,4.72557163,7.51946068,148.26348877,90.88960266
4194332,3.20000000,5.92000000,351.00000000,159.00000000,0.53312421,0.07857095,222.36187744,0.30706885,1.73262846,0.04232900,6.23584890,9.23396301,168.81057739,112.92639923
4194333,3.20000000,5.96000000,538.00000000,229.00000000,0.82880455,0.06227046,252.07456970,0.15762554,2.21780729,0.04701007,8.95248413,12.93272209,389.75045776,420.35519409
4194334,3.20000000,6.00000000,526.00000000,197.00000000,0.78371412,0.06013012,244.04574585,0.22877868,2.21839643,0.04243370,8.91984367,12.79787159,381.07479858,412.71841431
4194335,3.20000000,6.04000000,320.00000000,108.00000000,0.49241817,0.16099401,240.65353394,0.39029306,1.27322352,0.04232900,3.50632358,6.19964886,157.44822693,108.40799713
4194336,3.20000000,6.08000000,303.00000000,66.00000000,0.46769649,0.16097443,245.83998108,0.42925176,1.31241632,0.04232900,3.48713732,6.04238701,152.73002625,108.76959991
4194337,3.20000000,6.12000000,296.00000000,31.00000000,0.45599014,0.21825431,249.14324951,0.46715215,1.35166359,0.04232900,2.66645551,5.12390709,155.50166321,115.51840210
4194338,3.20000000,6.16000000,296.00000000,19.00000000,0.45297825,0.24282044,250.91000366,0.50575507,1.39096010,0.04232900,2.44885373,4.84173489,163.60870361,126.76480103
4194339,3.20000000,6.20000000,295.00000000,16.00000000,0.44787192,0.23569353,252.58737183,0.54856819,1.43030107,0.04232900,2.54301333,4.88661385,171.69041443,138.35360718
4194340,3.20000000,6.24000000,288.00000000,11.00000000,0.43915689,0.21550816,254.29223633,0.59696472,1.46968257,0.04232900,2.80322027,5.06037760,177.28717041,148.61920166
4194341,3.20000000,6.28000000,288.00000000,11.00000000,0.43614340,0.29454559,255.43173218,0.63727099,1.50910103,0.00306800,2.11166286,4.31363440,187.50230408,162.93600464
4194342,3.20000000,6.32000000,101.00000000,30.00000000,0.16644317,0.15151930,158.70393372,0.36805362,0.90302408,0.01154900,2.17702484,3.71538591,42.14199829,24.52319908
4194343,3.20000000,6.36000000,104.00000000,61.00000000,0.17335013,0.12415482,169.52560425,0.35126293,0.89486426,0.04838863,2.34609461,4.18875742,42.94817352,25.41920090
4194344,3.20000000,6.40000000,103.00000000,68.00000000,0.16307445,0.12209786,183.57926941,0.35968193,0.89568597,0.04329151,2.31144190,4.09679174,42.00632858,24.89920044
4194345,3.20000000,6.44000000,93.00000000,35.00000000,0.15744132,0.20683151,192.23988342,0.40848890,0.90987897,0.02520600,1.75619948,3.09282923,39.82802200,23.74080086
4194347,3.20000000,6.52000000,230.00000000,7.00000000,0.37031758,0.16197884,129.14732361,0.25320393,1.28766251,0.02030100,2.80830193,5.35997725,87.91389465,43.98080063
4194348,3.20000000,6.56000000,255.00000000,53.00000000,0.40521553,0.12514175,134.80407715,0.22389641,1.29172480,0.06030100,3.62356138,6.37891531,102.92832947,58.04159927
4194349,3.20000000,6.60000000,313.00000000,118.00000000,0.50005370,0.09367146,135.13447571,0.17390199,1.70071435,0.10030100,4.83125210,8.19048500,158.90722656,123.34239960
4194350,3.20000000,6.64000000,428.00000000,157.00000000,0.67954636,0.08706734,117.25836945,0.08455051,2.03578281,0.14030100,6.35145044,9.90345764,305.21170044,329.35681152
4194351,3.20000000,6.68000000,488.00000000,258.00000000,0.77853149,0.09552449,88.96497345,0.00853902,2.03462124,0.18030100,6.80002117,10.12012005,383.75250244,436.32800293
4194352,3.20000000,6.72000000,422.00000000,155.00000000,0.69563437,0.08895165,236.90835571,0.06906661,2.03602648,0.14589000,6.40470266,9.91330433,303.99194336,332.65921021
4194353,3.20000000,6.76000000,316.00000000,101.00000000,0.50562322,0.09571656,220.53239441,0.16537064,1.70087516,0.10589000,4.84603119,8.14750957,165.76580811,133.75520325
4194354,3.20000000,6.80000000,252.00000000,54.00000000,0.40176198,0.12506017,222.76223755,0.21231253,1.29886830,0.06589000,3.65348744,6.35374594,102.16078949,59.14879990
4194355,3.20000000,6.84000000,229.00000000,14.00000000,0.36327386,0.17292501,227.79966736,0.24417235,1.28823006,0.02589000,2.58146811,5.13798809,86.95870972,43.27999878
4194357,3.20000000,6.92000000,83.00000000,2.00000000,0.13434246,0.70598608,141.25135803,0.18256149,0.46367854,0.02003900,0.06750045,1.54637027,18.57524300,4.99520016
4194358,3.20000000,6.96000000,86.00000000,-1.00000000,0.13953368,0.19030546,158.41854858,0.16725470,0.92785847,0.06003900,1.51370072,3.03542018,18.24155045,4.95520020
4194359,3.20000000,7.00000000,98.00000000,2.00000000,0.15496346,0.28913045,183.64060974,0.17216678,0.71721661,0.10003900,1.01364911,2.59521103,23.30773544,7.81759977
4194360,3.20000000,7.04000000,106.00000000,2.00000000,0.16556464,0.30100712,202.95111084,0.19452704,0.75582349,0.10619500,1.00475705,2.62905908,27.17749786,10.08160019
4194361,3.20000000,7.08000000,103.00000000,5.00000000,0.16692814,0.31855169,214.35478210,0.20874242,0.75023943,0.08940800,0.94139642,2.56613660,26.31217384,9.59679985
4194362,3.20000000,7.12000000,105.00000000,3.00000000,0.16710061,0.33242902,223.32395935,0.22962150,0.75378650,0.04940800,0.89171964,2.51330090,28.27422905,10.52480030
4194363,3.20000000,7.16000000,103.00000000,1.00000000,0.16691181,0.34154168,230.33343506,0.25559196,0.76886100,0.00940800,0.86043352,2.47814441,29.42418289,11.22239971
4259841,3.24000000,4.84000000,27.00000000,9.00000000,0.04255886,0.25956020,174.57658386,0.19962302,0.46720690,0.02147700,0.46460465,1.43542624,6.01681089,1.79200006
4259842,3.24000000,4.88000000,27.00000000,-1.00000000,0.03858500,0.28036308,189.32073975,0.19493078,0.46919698,0.00377100,0.33662093,1.31508482,5.83225298,1.71039999
4259843,3.24000000,4.92000000,71.00000000,10.00000000,0.10281767,0.18610603,32.74441910,0.29005522,1.06075943,0.01032600,1.46070051,2.63486624,21.33346939,10.15839958
4259844,3.24000000,4.96000000,81.00000000,1.00000000,0.12310663,0.22859348,23.02186394,0.36042213,1.03564167,0.04433200,1.39653194,2.60143948,28.69826698,16.96479988
4259845,3.24000000,5.00000000,81.00000000,1.00000000,0.11862922,0.22697173,15.17411613,0.32152697,1.00509632,0.04433200,1.36854649,2.56280088,26.45406532,14.40480042
4259846,3.24000000,5.04000000,72.00000000,2.00000000,0.10281356,0.19912948,2.17599297,0.23095107,0.98799479,0.04433200,1.35378695,2.54719591,18.25654411,7.23519993
4259847,3.24000000,5.08000000,70.00000000,1.00000000,0.10078116,0.36773810,349.11761475,0.22158583,0.63229632,0.04433200,0.65911931,1.85577488,17.25184822,6.11679983
4259848,3.24000000,5.12000000,69.00000000,5.00000000,0.10032880,0.36466146,337.73669434,0.23384489,0.64430451,0.01357100,0.68416476,1.85939991,17.70398140,6.18720007
4259849,3.24000000,5.16000000,275.00000000,7.00000000,0.41766042,0.16253246,124.36535645,0.44996959,1.18571103,0.00461700,3.18025661,5.68259239,137.60223389,91.33280182
4259850,3.24000000,5.20000000,274.00000000,25.00000000,0.41735873,0.12699509,129.61225891,0.39748633,1.14789593,0.04461700,3.79990768,6.42637730,127.27692413,79.68959808
4259851,3.24000000,5.24000000,275.00000000,86.00000000,0.42924955,0.12074046,134.44097900,0.32035702,1.11023402,0.08461700,3.93827033,6.68395376,117.72442627,68.34400177
4259852,3.24000000,5.28000000,280.00000000,111.00000000,0.42885771,0.14840324,145.46952820,0.24475914,1.06578636,0.12461700,2.92474627,6.02614880,110.39739227,58.04159927
4259853,3.24000000,5.32000000,272.00000000,141.00000000,0.42670953,0.09853203,163.78912354,0.13950387,1.31824434,0.12413000,4.36172915,7.37704420,107.02143860,58.64640045
4259854,3.24000000,5.36000000,260.00000000,143.00000000,0.39606181,0.07132080,201.54541016,0.13480449,1.66548157,0.08413000,5.77245712,8.35368919,100.69890594,53.70399857
4259855,3.24000000,5.40000000,215.00000000,98.00000000,0.32632172,0.09151714,204.62397766,0.27893201,1.67543447,0.04413000,4.38129902,6.69386148,77.94594574,39.75519943
4259856,3.24000000,5.44000000,195.00000000,11.00000000,0.28949341,0.15557708,213.74165344,0.34044528,1.32981098,0.00413000,2.80919814,4.83561230,77.61074066,43.62559891
4259857,3.24000000,5.48000000,128.00000000,14.00000000,0.20198324,0.30831748,128.21128845,0.38812226,0.88856459,0.00232900,1.53950179,2.86921787,52.06684494,26.74080086
4259858,3.24000000,5.52000000,173.00000000,7.00000000,0.26472801,0.12822478,162.67988586,0.31668171,1.36189282,0.00232900,3.40305305,5.09353065,69.55941010,34.92639923
4259859,3.24000000,5.56000000,172.00000000,10.00000000,0.26211393,0.17716590,187.78321838,0.30052596,1.07479465,0.00232900,2.64784122,4.31181288,64.80223846,30.24640083
4259860,3.24000000,5.60000000,157.00000000,11.00000000,0.23813021,0.23474315,208.56573486,0.32367268,0.92526603,0.00232900,2.02500105,3.57039046,57.63828659,25.99839973
4259861,3.24000000,5.64000000,142.00000000,10.00000000,0.21908450,0.25250447,224.31932068,0.38552880,0.96723896,0.00232900,1.92743456,3.30199361,58.27536392,29.68639946
4259862,3.24000000,5.68000000,174.00000000,2.00000000,0.25607055,0.28657243,120.26230621,0.38551956,1.22616816,0.00232900,1.57132804,3.35094714,72.29264069,36.84799957
4259863,3.24000000,5.72000000,191.00000000,8.00000000,0.28612578,0.25455821,129.89094543,0.31658971,1.18883121,0.00232900,1.76124203,3.75828648,70.89157104,31.91519928
4259864,3.24000000,5.76000000,227.00000000,12.00000000,0.34585369,0.16099723,161.19017029,0.25003800,1.15184343,0.00232900,2.93532753,5.19567442,88.65953827,43.51359940
4259865,3.24000000,5.80000000,245.00000000,20.00000000,0.37421146,0.22675847,181.14083862,0.23948348,1.10739803,0.00232900,2.17100143,4.55388165,97.32305908,49.07360077
4259866,3.24000000,5.84000000,259.00000000,34.00000000,0.39172414,0.16339107,193.70301819,0.24839512,1.13980544,0.00232900,3.02946854,5.48884487,103.53676605,52.87039948
4259867,3.24000000,5.88000000,282.00000000,61.00000000,0.42228177,0.14920454,203.54705811,0.28169274,1.17268169,0.00232900,3.39064741,5.96369028,121.46164703,68.43039703
4259868,3.24000000,5.92000000,311.00000000,127.00000000,0.46699861,0.10181029,205.89840698,0.34827402,1.77249634,0.00232900,4.91636038,7.59218693,151.72410583,102.34400177
4259869,3.24000000,5.96000000,525.00000000,322.00000000,0.80644822,0.06046793,234.66299438,0.13710712,2.25779247,0.02058220,8.82095909,12.94585133,377.97293091,410.08319092
4259870,3.24000000,6.00000000,511.00000000,261.00000000,0.75940663,0.05836285,232.18649292,0.22364926,2.25836706,0.00378136,8.87705135,12.78715324,370.18505859,403.18560791
4259871,3.24000000,6.04000000,298.00000000,68.00000000,0.45655298,0.11946259,231.02601624,0.39907935,1.31516242,0.00232900,4.35595846,6.93002081,147.75584412,99.71360016
4259872,3.24000000,6.08000000,287.00000000,32.00000000,0.44316503,0.13979849,237.60176086,0.42879373,1.32097542,0.00232900,3.81129193,6.31155586,145.13749695,101.12640381
4259873,3.24000000,6.12000000,283.00000000,25.00000000,0.43360311,0.22564277,242.61520386,0.46461165,1.35993659,0.00232900,2.47584176,4.91405964,148.22972107,107.06880188
4259874,3.24000000,6.16000000,282.00000000,18.00000000,0.43290198,0.23136231,245.41505432,0.50808883,1.39896512,0.00232900,2.48775125,4.84901381,155.47636414,117.56960297
4259875,3.24000000,6.20000000,280.00000000,11.00000000,0.43120193,0.22583787,247.74253845,0.55303484,1.43805480,0.00232900,2.58432770,4.89831686,164.30657959,131.03039551
4259876,3.24000000,6.24000000,284.00000000,6.00000000,0.42755336,0.28962153,249.86648560,0.60004574,1.47720003,0.00232900,2.06897283,4.30709743,177.65083313,148.83680725
4259877,3.24000000,6.28000000,282.00000000,6.00000000,0.42774552,0.29254591,251.34950256,0.64119244,1.51639593,0.00232900,2.09043765,4.28647852,185.34162903,160.64320374
4259878,3.24000000,6.32000000,89.00000000,18.00000000,0.14437290,0.16553251,164.82835388,0.44342387,0.94231868,0.00232900,2.00356770,3.31059551,41.81823730,26.31200027
4259879,3.24000000,6.36000000,96.00000000,69.00000000,0.15845060,0.14868355,173.81188965,0.37975407,0.93411732,0.02356139,1.84661913,3.65948868,40.43694687,24.85600090
4259880,3.24000000,6.40000000,97.00000000,90.00000000,0.15366381,0.19633296,183.34048462,0.39733920,0.93462682,0.00937200,1.41468143,3.13613057,42.22148514,26.50399971
4259881,3.24000000,6.44000000,87.00000000,22.00000000,0.14593175,0.23124792,189.53897095,0.45944592,0.94722581,0.00232900,1.63234043,2.81605339,40.03488922,25.02879906
4259883,3.24000000,6.52000000,229.00000000,7.00000000,0.36608282,0.16657418,138.34622192,0.29230168,1.32888830,0.02030100,2.75094366,5.25521803,91.55320740,48.78079987
4259884,3.24000000,6.56000000,250.00000000,35.00000000,0.39567682,0.15482244,144.65414429,0.27105060,1.34515750,0.06030100,2.99033761,5.66706610,104.68883514,62.93280029
4259885,3.24000000,6.60000000,300.00000000,108.00000000,0.47990257,0.09596448,150.40588379,0.24604043,1.74053848,0.10030100,4.71803856,7.92731667,151.96604919,118.94560242
4259886,3.24000000,6.64000000,418.00000000,173.00000000,0.67451262,0.08598253,137.70198059,0.11342504,2.07575321,0.14030100,6.34465408,9.92875671,296.58410645,316.95999146
4259887,3.24000000,6.68000000,494.00000000,258.00000000,0.79323900,0.09685095,104.77542877,0.00723663,2.07461381,0.18030100,6.60854053,10.14507008,390.99407959,442.45120239
4259888,3.24000000,6.72000000,416.00000000,159.00000000,0.68948519,0.08846393,220.51620483,0.09751520,2.07598209,0.14589000,6.42248249,9.89656067,303.50265503,332.92318726
4259889,3.24000000,6.76000000,305.00000000,105.00000000,0.48306808,0.09937903,207.01600647,0.24112369,1.74069560,0.10589000,4.64525986,7.81558943,159.99534607,129.94880676
4259890,3.24000000,6.80000000,250.00000000,31.00000000,0.39096966,0.11624143,212.53726196,0.26621181,1.69113457,0.06589000,3.79492307,6.50123692,105.62165070,64.90080261
